PhishID,frequency_of_a_tags,frequency_of_alltags,presence_of_iframes,presence_of_popups,right_click_disabling,checking_sfh,request_url,url-of-anchor,links_in_meta_img,Result
8094220,-1,0,1,1,1,-1,-1,-1,1,1
8094219,-1,0,1,1,1,-1,-1,-1,1,1
8094103,-1,0,1,1,1,-1,-1,-1,1,1
8094055,-1,0,1,1,1,-1,0,-1,1,1
8093849,1,1,1,1,1,1,1,1,1,1
8093172,1,0,1,1,1,1,-1,-1,1,1
8093171,1,0,1,1,1,1,-1,-1,1,1
8091423,1,1,1,1,1,-1,-1,1,-1,1
8089920,1,1,1,1,1,1,1,1,-1,1
8088092,-1,0,1,1,1,-1,-1,-1,1,1
8088008,-1,1,1,1,1,-1,-1,-1,1,1
8087352,1,0,1,1,1,-1,-1,-1,0,1
8081719,1,1,1,1,1,1,1,1,-1,1
8079397,1,1,1,1,1,-1,1,1,0,1
8079396,1,1,1,1,1,-1,1,1,0,1
8079395,1,1,1,1,1,-1,1,1,0,1
8079394,1,1,1,1,1,-1,1,1,0,1
8079390,1,1,1,1,1,-1,1,1,0,1
8079389,1,1,1,1,1,-1,1,1,0,1
8076773,1,1,1,1,1,-1,-1,1,1,1
8076434,-1,0,1,1,1,-1,-1,-1,1,1
8076433,-1,0,1,1,1,-1,-1,-1,1,1
8076156,1,0,1,1,1,-1,-1,0,0,1
8076155,1,0,1,1,1,-1,-1,0,0,1
8073117,-1,0,1,1,1,-1,-1,-1,-1,1
8071564,-1,0,1,1,1,-1,-1,-1,-1,1
8070196,-1,1,1,1,1,-1,-1,-1,-1,1
8055396,1,1,1,1,1,-1,-1,1,-1,1
8044568,-1,0,1,1,1,-1,0,-1,0,1
8039491,-1,1,1,1,1,-1,-1,-1,1,1
8038859,1,1,1,1,1,-1,1,-1,1,1
8038770,1,1,1,1,1,-1,1,1,-1,1
8037646,-1,1,1,1,1,-1,-1,-1,1,1
8033643,-1,1,1,1,1,-1,-1,-1,1,1
8032636,-1,1,1,1,1,-1,-1,-1,1,1
8031690,-1,1,1,1,1,-1,1,-1,-1,1
8031413,-1,0,1,1,1,-1,-1,-1,-1,1
8031350,-1,0,1,1,1,-1,1,0,1,1
8031349,-1,0,1,1,1,-1,-1,-1,-1,1
8019435,1,0,1,1,1,-1,0,1,0,1
8019434,-1,0,1,1,1,-1,0,1,0,1
8019344,1,0,1,1,1,-1,-1,-1,-1,1
8019162,-1,1,1,1,1,-1,-1,-1,1,1
8005354,1,1,1,1,1,-1,-1,-1,1,1
8004894,1,1,1,1,1,-1,1,1,1,1
8004836,-1,0,1,1,1,-1,-1,-1,1,1
8002918,1,1,1,1,1,-1,1,1,-1,1
7998721,1,1,1,1,1,-1,1,1,1,1
7995738,1,1,1,1,1,1,1,1,-1,1
7988689,1,0,1,1,1,-1,-1,-1,1,1
7984826,1,1,1,1,1,1,1,1,0,1
7984404,1,1,1,1,1,1,1,1,0,1
7984057,1,1,1,1,1,1,1,1,1,1
7983883,1,0,1,1,1,-1,-1,-1,0,1
7983865,1,0,1,1,1,-1,-1,-1,0,1
7982462,1,1,1,1,1,-1,-1,0,0,1
7979693,-1,0,1,1,1,-1,-1,-1,0,1
7977465,1,1,1,1,1,-1,1,1,0,1
7977299,1,0,1,1,1,-1,-1,1,0,1
7977225,-1,0,1,1,1,-1,-1,-1,1,1
7976534,-1,1,1,1,1,-1,1,-1,0,1
7976292,1,0,1,1,1,-1,1,1,1,1
7975498,-1,1,1,1,1,-1,-1,1,0,1
7974196,1,1,1,1,1,1,1,1,1,1
7973169,-1,0,1,1,1,-1,-1,0,0,1
7972738,1,0,1,1,1,-1,-1,-1,-1,1
7970482,-1,0,1,1,1,-1,-1,-1,1,1
7968112,-1,1,1,1,1,-1,-1,-1,-1,1
7968016,-1,1,1,1,1,-1,-1,-1,-1,1
7966887,-1,1,1,1,1,-1,-1,-1,-1,1
7966865,-1,1,1,1,1,-1,-1,-1,-1,1
7965922,1,1,1,1,1,-1,1,0,1,1
7964602,1,0,1,1,1,-1,-1,-1,1,1
7963910,1,0,1,1,1,-1,1,-1,0,1
7962564,-1,0,1,1,1,-1,-1,-1,1,1
7962285,1,1,1,1,1,1,1,1,1,1
7960339,1,1,1,1,1,-1,1,1,0,1
7960204,-1,0,1,1,1,-1,-1,-1,-1,1
7955746,1,0,1,1,1,-1,-1,-1,1,1
7955473,1,1,1,1,1,-1,1,1,1,1
7950645,-1,0,1,1,1,-1,-1,-1,1,1
7950639,-1,0,1,1,1,-1,-1,-1,1,1
7950458,-1,1,1,1,1,-1,-1,-1,1,1
7949847,1,1,1,1,1,-1,1,1,1,1
7949454,1,0,1,1,1,-1,-1,-1,1,1
7949139,-1,0,1,1,1,-1,-1,-1,0,1
7945357,1,1,1,1,1,-1,1,1,1,1
7943820,-1,1,1,1,1,-1,-1,-1,1,1
7938952,1,1,1,1,1,-1,1,1,1,1
7937481,-1,1,1,1,1,-1,-1,-1,1,1
7925643,-1,0,1,1,1,-1,-1,-1,0,1
7923490,-1,1,1,1,1,-1,-1,-1,1,1
7922812,-1,0,1,1,1,-1,-1,-1,-1,1
7919144,1,0,1,1,1,-1,-1,0,0,1
7913127,-1,1,1,1,1,-1,-1,-1,1,1
7913123,-1,1,1,1,1,-1,-1,-1,1,1
7907249,1,0,1,1,1,-1,1,1,0,1
7906786,-1,1,1,1,1,-1,-1,-1,1,1
7906771,-1,0,1,1,1,-1,-1,-1,1,1
7906199,-1,1,1,1,1,-1,1,-1,-1,1
7904901,-1,0,1,1,1,-1,-1,-1,1,1
7904871,-1,1,1,1,1,-1,-1,-1,1,1
7891660,1,1,1,1,1,-1,-1,-1,1,1
7888387,1,1,1,1,1,-1,-1,-1,1,1
7888217,-1,1,1,1,1,-1,-1,-1,1,1
7866688,-1,0,1,1,1,-1,-1,-1,-1,1
7866450,-1,0,1,1,1,-1,-1,-1,1,1
7863950,1,0,1,1,1,-1,-1,-1,1,1
7861493,1,0,1,1,1,-1,-1,-1,1,1
7850542,1,0,1,1,1,-1,-1,-1,0,1
7844584,1,1,1,1,1,-1,1,1,-1,1
7836985,-1,1,1,1,1,-1,-1,-1,1,1
7836979,-1,0,1,1,1,-1,-1,-1,1,1
7831682,-1,0,1,1,1,-1,-1,-1,1,1
7829390,-1,1,1,1,1,-1,-1,-1,1,1
7829055,1,1,1,1,1,-1,1,-1,1,1
7822061,-1,0,1,1,1,-1,1,-1,0,1
7820779,-1,1,1,1,1,-1,-1,-1,1,1
7820758,-1,1,1,1,1,-1,-1,-1,1,1
7820756,-1,1,1,1,1,-1,-1,-1,1,1
7820208,-1,1,1,1,1,-1,1,1,-1,1
7820207,-1,1,1,1,1,-1,1,1,-1,1
7819917,-1,0,1,1,1,-1,-1,-1,0,1
7816221,-1,0,1,1,1,-1,-1,-1,-1,1
7815439,1,0,1,1,1,-1,-1,-1,1,1
7813517,1,1,1,1,1,-1,1,1,1,1
7812726,1,1,1,1,1,-1,1,1,1,1
7812690,-1,1,1,1,1,-1,1,-1,-1,1
7812413,1,1,1,1,1,-1,1,1,-1,1
7812377,1,1,1,1,1,-1,1,1,1,1
7812278,-1,0,1,1,1,-1,-1,-1,1,1
7812251,1,0,1,1,1,-1,-1,-1,1,1
7812129,-1,1,1,1,1,-1,-1,-1,1,1
7811080,-1,1,1,1,1,-1,-1,-1,1,1
7809557,-1,1,1,1,1,-1,-1,-1,-1,1
7808892,-1,1,1,1,1,-1,-1,-1,0,1
7808870,1,0,1,1,1,-1,-1,-1,0,1
7808643,-1,1,1,1,1,-1,1,0,-1,1
7805473,1,0,1,1,1,-1,0,1,0,1
7801815,1,0,1,1,1,-1,1,1,1,1
7800211,-1,1,1,1,1,-1,-1,-1,1,1
7799797,1,1,1,1,1,-1,1,1,1,1
7794743,-1,1,1,1,1,-1,-1,-1,1,1
7793112,-1,0,1,1,1,-1,-1,-1,0,1
7790451,-1,1,1,1,1,-1,-1,-1,-1,1
7789703,-1,1,1,1,1,-1,-1,-1,-1,1
7789269,1,1,1,1,1,-1,1,1,0,1
7787311,-1,1,1,1,1,-1,-1,-1,1,1
7787306,-1,1,1,1,1,-1,-1,-1,1,1
7776682,-1,1,1,1,1,-1,-1,-1,1,1
7776671,-1,1,1,1,1,-1,-1,-1,1,1
7776669,-1,1,1,1,1,-1,-1,-1,1,1
7766326,1,1,1,1,1,-1,1,1,0,1
7762564,1,0,1,1,1,-1,1,-1,1,1
7762563,-1,0,1,1,1,-1,1,-1,1,1
7759258,-1,1,1,1,1,-1,-1,-1,-1,1
7756709,1,1,1,1,1,-1,1,1,0,1
7750501,1,1,1,1,1,-1,-1,1,0,1
7750419,-1,1,1,1,1,-1,-1,-1,1,1
7750270,-1,1,1,1,1,-1,-1,-1,1,1
7746712,-1,1,1,1,1,-1,-1,-1,1,1
7746709,-1,1,1,1,1,-1,-1,-1,1,1
7745350,1,0,1,1,1,-1,-1,-1,0,1
7739042,-1,1,1,1,1,-1,-1,-1,1,1
7738436,-1,1,1,1,1,-1,-1,-1,1,1
7735378,1,1,1,1,1,-1,1,1,0,1
7735377,-1,0,1,1,1,-1,-1,-1,-1,1
7733541,1,1,1,1,1,-1,1,1,1,1
7733514,-1,1,1,1,1,-1,1,0,1,1
7733304,-1,1,1,1,1,-1,-1,-1,1,1
7726431,-1,1,1,1,1,-1,-1,-1,1,1
7726413,-1,1,1,1,1,-1,-1,-1,1,1
7726283,-1,1,1,1,1,-1,-1,-1,0,1
7725778,-1,1,1,1,1,-1,1,-1,-1,1
7725777,1,1,1,1,1,-1,1,1,0,1
7725399,-1,1,1,1,1,-1,1,-1,-1,1
7724730,-1,1,1,1,1,-1,-1,-1,1,1
7724723,-1,1,1,1,1,-1,-1,-1,1,1
7724271,-1,1,1,1,1,-1,-1,-1,1,1
7724268,-1,1,1,1,1,-1,-1,-1,1,1
7719979,1,0,1,1,1,-1,-1,-1,1,1
7719536,1,1,1,1,1,-1,1,0,1,1
7718851,-1,1,1,1,1,-1,1,-1,1,1
7718216,1,0,1,1,1,-1,-1,-1,1,1
7718033,1,1,1,1,1,-1,1,-1,1,1
7717324,-1,0,1,1,1,-1,-1,-1,1,1
7717280,-1,0,1,1,1,-1,-1,-1,1,1
7708586,-1,0,1,1,1,-1,-1,-1,0,1
7702395,-1,0,1,1,1,-1,-1,-1,1,1
7701854,1,1,1,1,1,-1,1,1,1,1
7696400,-1,0,1,1,1,-1,-1,-1,1,1
7693939,1,1,1,1,1,-1,1,0,1,1
7693804,-1,1,1,1,1,-1,-1,-1,1,1
7693802,-1,1,1,1,1,-1,-1,-1,1,1
7693798,-1,1,1,1,1,-1,-1,-1,1,1
7693766,1,1,1,1,1,-1,1,1,1,1
7692759,-1,0,1,1,1,-1,-1,-1,1,1
7687567,-1,0,1,1,1,-1,-1,-1,0,1
7687504,-1,1,1,1,1,-1,1,-1,1,1
7687450,-1,0,1,1,1,-1,-1,-1,0,1
7684362,-1,0,1,1,1,-1,-1,-1,1,1
7683379,-1,1,1,1,1,-1,-1,-1,-1,1
7683378,-1,1,1,1,1,-1,-1,-1,-1,1
7682414,-1,0,1,1,1,-1,-1,-1,1,1
7680893,-1,1,1,1,1,-1,-1,-1,-1,1
7680145,1,1,1,1,1,-1,1,1,1,1
7673763,-1,0,1,1,1,-1,-1,-1,1,1
7668123,-1,1,1,1,1,-1,-1,-1,1,1
7668117,-1,1,1,1,1,-1,-1,-1,1,1
7663431,-1,1,1,1,1,-1,-1,-1,1,1
7663021,-1,1,1,1,1,-1,-1,-1,1,1
7663019,-1,1,1,1,1,-1,-1,-1,1,1
7663017,-1,1,1,1,1,-1,-1,-1,1,1
7663007,-1,1,1,1,1,-1,-1,-1,1,1
7660303,-1,1,1,1,1,-1,1,-1,0,1
7660028,-1,0,1,1,1,-1,-1,-1,1,1
7658991,-1,0,1,1,1,-1,-1,-1,1,1
7658171,-1,1,1,1,1,-1,-1,-1,1,1
7657134,1,1,1,1,1,-1,1,1,-1,1
7656431,1,1,1,1,1,-1,1,1,0,1
7654716,1,0,1,1,1,-1,0,0,1,1
7650008,1,1,1,1,1,-1,1,0,1,1
7649406,1,0,1,1,1,-1,1,0,0,1
7649405,1,0,1,1,1,-1,1,0,0,1
7649369,-1,1,1,1,1,-1,-1,-1,1,1
7649360,-1,1,1,1,1,-1,-1,-1,1,1
7649354,-1,0,1,1,1,-1,-1,-1,-1,1
7648394,-1,1,1,1,1,-1,-1,-1,1,1
7648392,-1,1,1,1,1,-1,-1,-1,1,1
7647969,-1,1,1,1,1,-1,-1,-1,1,1
7646442,-1,1,1,1,1,-1,-1,-1,1,1
7645747,1,1,1,1,1,-1,1,1,1,1
7645637,-1,0,1,1,1,-1,-1,-1,1,1
7645287,-1,0,1,1,1,-1,-1,-1,1,1
7645121,1,0,1,1,1,-1,-1,0,1,1
7644486,1,0,1,1,1,-1,-1,-1,-1,1
7644477,1,0,1,1,1,-1,-1,-1,-1,1
7644468,1,0,1,1,1,-1,-1,-1,-1,1
7643133,-1,1,1,1,1,-1,-1,-1,1,1
7643131,-1,1,1,1,1,-1,-1,-1,1,1
7642657,-1,0,1,1,1,-1,-1,-1,1,1
7641974,-1,1,1,1,1,-1,-1,-1,1,1
7641967,-1,1,1,1,1,-1,-1,-1,1,1
7641565,-1,1,1,1,1,-1,-1,-1,1,1
7640970,1,1,1,1,1,-1,-1,-1,1,1
7640256,-1,0,1,1,1,-1,1,-1,1,1
7636254,-1,1,1,1,1,-1,-1,-1,1,1
7636159,-1,1,1,1,1,-1,-1,-1,1,1
7631850,-1,1,1,1,1,-1,-1,-1,1,1
7631746,-1,1,1,1,1,-1,-1,-1,1,1
7630857,-1,1,1,1,1,-1,-1,-1,1,1
7630068,-1,0,1,1,1,-1,-1,-1,1,1
7628902,-1,0,1,1,1,-1,-1,-1,0,1
7628821,1,1,1,1,1,-1,1,1,1,1
7628820,-1,1,1,1,1,-1,1,1,-1,1
7626499,-1,0,1,1,1,-1,-1,-1,0,1
7621754,1,1,1,1,1,-1,1,1,1,1
7618257,-1,0,1,1,1,-1,-1,-1,1,1
7618255,-1,0,1,1,1,-1,-1,-1,1,1
7618254,-1,0,1,1,1,-1,-1,-1,1,1
7617206,-1,1,1,1,1,-1,-1,-1,1,1
7617204,-1,1,1,1,1,-1,-1,-1,1,1
7615131,1,1,1,1,1,-1,1,0,1,1
7612796,1,1,1,1,1,-1,1,-1,-1,1
7612795,1,1,1,1,1,-1,1,-1,-1,1
7612293,-1,1,1,1,1,-1,1,-1,0,1
7611341,-1,0,1,1,1,-1,-1,-1,1,1
7611340,-1,0,1,1,1,-1,-1,-1,0,1
7611179,-1,1,1,1,1,-1,-1,-1,1,1
7611177,-1,1,1,1,1,-1,-1,-1,1,1
7611175,-1,1,1,1,1,-1,-1,-1,1,1
7608959,-1,1,1,1,1,-1,-1,-1,1,1
7598398,-1,1,1,1,1,-1,-1,-1,1,1
7598393,-1,1,1,1,1,-1,-1,-1,1,1
7598343,-1,0,1,1,1,-1,-1,-1,1,1
7596260,-1,1,1,1,1,-1,-1,-1,1,1
7593123,1,1,1,1,1,-1,1,1,-1,1
7590511,-1,0,1,1,1,-1,-1,0,0,1
7590428,1,1,1,1,1,-1,1,0,0,1
7590427,1,1,1,1,1,-1,1,0,0,1
7590381,1,0,1,1,1,-1,-1,1,-1,1
7588457,-1,1,1,1,1,-1,-1,-1,1,1
7588377,-1,1,1,1,1,-1,-1,-1,1,1
7588003,1,0,1,1,1,-1,-1,1,1,1
7586016,-1,1,1,1,1,-1,-1,-1,1,1
7586014,-1,1,1,1,1,-1,-1,-1,1,1
7586012,-1,1,1,1,1,-1,-1,-1,1,1
7583807,-1,1,1,1,1,-1,-1,-1,1,1
7583744,-1,1,1,1,1,-1,-1,-1,1,1
7583155,-1,1,1,1,1,-1,-1,-1,1,1
7580589,-1,0,1,1,1,-1,-1,-1,-1,1
7580567,1,1,1,1,1,-1,0,0,1,1
7580530,1,0,1,1,1,-1,-1,-1,0,1
7580174,-1,1,1,1,1,-1,-1,-1,1,1
7580172,-1,1,1,1,1,-1,-1,-1,1,1
7580167,1,0,1,1,1,-1,-1,-1,-1,1
7579992,1,0,1,1,1,-1,1,1,1,1
7579761,-1,1,1,1,1,-1,1,-1,1,1
7579667,1,1,1,1,1,-1,1,-1,0,1
7579666,1,1,1,1,1,-1,1,-1,0,1
7579545,-1,0,1,1,1,-1,-1,0,-1,1
7579363,-1,0,1,1,1,-1,-1,-1,1,1
7579362,-1,0,1,1,1,-1,-1,-1,1,1
7578910,-1,1,1,1,1,-1,1,-1,0,1
7577984,-1,0,1,1,1,-1,-1,-1,1,1
7577974,-1,0,1,1,1,-1,-1,-1,-1,1
7577250,1,1,1,1,1,-1,1,1,1,1
7575065,-1,0,1,1,1,-1,-1,-1,0,1
7575064,-1,0,1,1,1,-1,-1,-1,0,1
7574910,1,1,1,1,1,-1,1,1,-1,1
7574898,-1,1,1,1,1,-1,-1,-1,1,1
7574894,-1,1,1,1,1,-1,-1,-1,1,1
7574855,-1,0,1,1,1,-1,-1,-1,0,1
7573580,1,1,1,1,1,-1,1,0,1,1
7573401,-1,1,1,1,1,-1,-1,-1,1,1
7573330,-1,1,1,1,1,-1,-1,-1,1,1
7572082,1,0,1,1,1,-1,0,1,1,1
7571976,1,1,1,1,1,-1,0,1,0,1
7571511,1,1,1,1,1,-1,1,1,1,1
7571508,-1,0,1,1,1,-1,-1,-1,1,1
7571507,-1,0,1,1,1,-1,-1,-1,0,1
7571344,-1,1,1,1,1,-1,-1,-1,1,1
7569912,-1,1,1,1,1,-1,1,-1,1,1
7569613,-1,1,1,1,1,-1,-1,-1,1,1
7569327,-1,1,1,1,1,-1,-1,-1,1,1
7569310,-1,1,1,1,1,-1,-1,-1,1,1
7569263,-1,1,1,1,1,-1,1,-1,-1,1
7568531,-1,1,1,1,1,-1,1,-1,1,1
7568070,1,1,1,1,1,1,1,1,1,1
7567626,-1,1,1,1,1,-1,-1,-1,1,1
7567618,-1,1,1,1,1,-1,-1,-1,1,1
7566926,-1,1,1,1,1,-1,-1,-1,1,1
7566923,-1,1,1,1,1,-1,-1,-1,1,1
7566616,-1,0,1,1,1,-1,-1,-1,-1,1
7566615,-1,0,1,1,1,-1,-1,-1,-1,1
7566418,-1,1,1,1,1,-1,-1,-1,1,1
7564610,-1,1,1,1,1,-1,-1,-1,1,1
7564604,-1,1,1,1,1,-1,-1,-1,1,1
7563465,1,1,1,1,1,-1,-1,-1,-1,1
7563445,1,1,1,1,1,-1,1,1,-1,1
7563101,-1,1,1,1,1,-1,1,-1,-1,1
7561404,-1,0,1,1,1,-1,-1,-1,0,1
7561396,-1,1,1,1,1,-1,-1,-1,-1,1
7561390,1,0,1,1,1,-1,1,1,1,1
7561384,-1,1,1,1,1,-1,1,-1,1,1
7561341,1,0,1,1,1,-1,-1,-1,0,1
7561132,-1,0,1,1,1,-1,-1,-1,0,1
7561127,1,1,1,1,1,-1,-1,0,1,1
7560646,-1,1,1,1,1,-1,1,-1,1,1
7560288,-1,1,1,1,1,-1,1,-1,1,1
7560231,-1,1,1,1,1,-1,1,-1,1,1
7560130,-1,1,1,1,1,-1,-1,-1,1,1
7555164,1,1,1,1,1,-1,1,1,1,1
7554359,-1,1,1,1,1,-1,-1,-1,1,1
7554186,1,1,1,1,1,-1,1,1,0,1
7554114,-1,0,1,1,1,-1,-1,-1,0,1
7553919,1,1,1,1,1,-1,1,-1,0,1
7552963,-1,1,1,1,1,-1,1,-1,1,1
7552344,-1,1,1,1,1,-1,-1,-1,1,1
7552342,-1,1,1,1,1,-1,-1,-1,1,1
7551866,1,1,1,1,1,1,1,1,-1,1
7551796,1,1,1,1,1,-1,1,1,1,1
7551733,1,0,1,1,1,-1,-1,-1,1,1
7551600,1,1,1,1,1,-1,1,1,1,1
7551466,1,0,1,1,1,-1,-1,-1,0,1
7550605,-1,1,1,1,1,-1,-1,-1,1,1
7549160,-1,0,1,1,1,-1,-1,-1,0,1
7548187,-1,1,1,1,1,-1,-1,-1,-1,1
7548085,-1,0,1,1,1,-1,-1,-1,-1,1
7547938,-1,0,1,1,1,-1,1,-1,1,1
7547173,1,1,1,1,1,-1,1,0,1,1
7544376,1,1,1,1,1,-1,1,1,1,1
7544326,1,0,1,1,1,-1,-1,-1,1,1
7542348,-1,1,1,1,1,-1,-1,-1,0,1
7542292,-1,0,1,1,1,-1,-1,-1,-1,1
7542291,-1,0,1,1,1,-1,-1,-1,-1,1
7542011,-1,1,1,1,1,-1,1,-1,-1,1
7541943,-1,0,1,1,1,-1,-1,-1,-1,1
7541941,-1,0,1,1,1,-1,-1,-1,-1,1
7541707,-1,0,1,1,1,-1,-1,-1,-1,1
7541704,-1,0,1,1,1,-1,-1,-1,-1,1
7541633,-1,0,1,1,1,-1,-1,-1,-1,1
7541632,-1,0,1,1,1,-1,-1,-1,-1,1
7541624,-1,0,1,1,1,-1,-1,-1,-1,1
7541623,-1,0,1,1,1,-1,-1,-1,-1,1
7541616,-1,0,1,1,1,-1,-1,-1,-1,1
7539868,1,0,1,1,1,-1,-1,1,-1,1
7539159,1,1,1,1,1,-1,1,1,1,1
7539156,1,1,1,1,1,-1,1,1,1,1
7539149,1,1,1,1,1,-1,1,1,1,1
7539094,1,1,1,1,1,-1,1,1,1,1
7539089,1,1,1,1,1,-1,1,1,1,1
7539086,1,1,1,1,1,-1,1,1,1,1
7539061,1,1,1,1,1,-1,1,1,1,1
7539056,1,1,1,1,1,-1,1,1,1,1
7539051,1,1,1,1,1,-1,1,1,1,1
7539050,1,1,1,1,1,-1,1,1,1,1
7539045,1,1,1,1,1,-1,1,1,1,1
7539036,1,1,1,1,1,-1,1,1,1,1
7539026,1,1,1,1,1,-1,1,1,1,1
7539022,1,0,1,1,1,-1,-1,0,0,1
7538994,1,1,1,1,1,-1,1,1,1,1
7538941,1,1,1,1,1,-1,1,1,1,1
7538906,1,1,1,1,1,-1,1,1,0,1
7538867,-1,0,1,1,1,-1,-1,-1,1,1
7538453,1,1,1,1,1,-1,1,1,1,1
7538452,1,1,1,1,1,-1,1,1,1,1
7538451,1,1,1,1,1,-1,1,1,1,1
7538450,1,1,1,1,1,-1,1,1,1,1
7538449,1,1,1,1,1,-1,1,1,1,1
7538448,1,1,1,1,1,-1,1,1,1,1
7538446,1,1,1,1,1,-1,1,1,1,1
7538445,1,1,1,1,1,-1,1,1,1,1
7538444,1,1,1,1,1,-1,1,1,1,1
7538443,1,1,1,1,1,-1,1,1,1,1
7538442,1,1,1,1,1,-1,1,1,1,1
7538441,1,1,1,1,1,-1,1,1,1,1
7538440,1,1,1,1,1,-1,1,1,1,1
7538439,1,1,1,1,1,-1,1,1,1,1
7538438,1,1,1,1,1,-1,1,1,1,1
7538437,1,1,1,1,1,-1,1,1,1,1
7538436,1,1,1,1,1,-1,1,1,1,1
7538435,1,1,1,1,1,-1,1,1,1,1
7537256,-1,1,1,1,1,-1,1,-1,0,1
7537143,1,1,1,1,1,-1,1,1,1,1
7537137,1,1,1,1,1,-1,1,1,1,1
7537133,1,1,1,1,1,-1,1,1,1,1
7537125,1,1,1,1,1,-1,1,1,1,1
7537119,1,1,1,1,1,-1,1,1,1,1
7537110,1,1,1,1,1,-1,1,1,1,1
7537099,1,1,1,1,1,-1,1,1,1,1
7537091,1,1,1,1,1,-1,1,1,1,1
7536204,-1,1,1,1,1,-1,-1,-1,1,1
7535982,-1,0,1,1,1,-1,-1,-1,1,1
7535969,1,1,1,1,1,-1,1,-1,1,1
7535938,1,0,1,1,1,-1,-1,0,0,1
7535630,-1,0,1,1,1,-1,-1,-1,1,1
7535547,-1,0,1,1,1,-1,-1,-1,1,1
7535546,-1,0,1,1,1,-1,-1,-1,1,1
7535408,1,1,1,1,1,-1,1,1,1,1
7535379,1,0,1,1,1,-1,-1,-1,0,1
7534902,1,1,1,1,1,-1,-1,1,0,1
7533718,1,0,1,1,1,-1,0,1,1,1
7533567,1,0,1,1,1,-1,-1,1,1,1
7533566,-1,1,1,1,1,-1,1,-1,1,1
7533556,1,1,1,1,1,-1,0,-1,1,1
7533424,-1,1,1,1,1,-1,1,-1,1,1
7533180,-1,1,1,1,1,-1,-1,-1,1,1
7532860,-1,1,1,1,1,-1,-1,-1,1,1
7532858,-1,1,1,1,1,-1,-1,-1,1,1
