Length of URL,Has IP address,Shortening Service,Having @ Symbol,Double Slash Redirecting,Prefix-Suffix,CTLD,HTTPS in Domain,Sensitive Words,Has Tilde,Has Port,PhishID,frequency_of_a_tags,frequency_of_alltags,presence_of_iframes,presence_of_popups,right_click_disabling,checking_sfh,request_url,url-of-anchor,links_in_meta_img,check_hidden_content,Current Domain Age,Matching Domain Name,Length of Domain,Google page index
-1,1,1,1,-1,1,-1,-1,-1,-1,-1,8274555,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,1,-1,-1,-1,-1,-1,8274554,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,8274552,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,1,-1,-1,-1,-1,-1,8274551,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,1,-1,-1,-1,-1,-1,8274550,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,8274547,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,1,-1,-1,-1,-1,-1,8274546,1,1,1,1,1,-1,-1,1,1,1,0,-1,0,1
-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,8274545,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,8274543,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,8274542,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,8274541,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,1,-1,-1,-1,-1,-1,8274540,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,1,-1,-1,-1,-1,-1,8274539,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,1,-1,-1,-1,-1,-1,8274538,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,1,-1,-1,-1,-1,-1,8274537,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,1,-1,-1,-1,-1,-1,8274536,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,1,-1,-1,-1,-1,-1,8274535,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
1,1,1,1,1,-1,1,-1,-1,1,-1,8274532,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
1,1,1,1,1,-1,1,-1,-1,1,-1,8274531,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,8274530,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,8274529,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274528,1,0,1,1,1,-1,-1,-1,0,-1,-1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274526,-1,0,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274525,-1,0,1,1,1,-1,-1,-1,0,1,-1,1,1,1
0,1,1,1,1,1,1,-1,-1,1,-1,8274524,1,1,1,1,1,-1,1,1,1,-1,-1,1,-1,1
1,1,1,1,1,1,0,-1,1,1,-1,8274522,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274521,1,0,1,1,1,-1,-1,-1,1,-1,-1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274520,1,0,1,1,1,-1,-1,-1,1,-1,-1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274519,-1,0,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274518,-1,0,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274517,-1,0,1,1,1,-1,-1,-1,-1,-1,1,1,1,1
1,1,-1,1,1,1,0,-1,1,1,-1,8274515,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
-1,1,-1,1,1,1,0,-1,1,1,-1,8274514,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274513,1,0,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274512,1,0,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274511,-1,0,1,1,1,-1,-1,-1,-1,-1,1,1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,8274510,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1
0,1,1,1,1,1,0,-1,1,1,-1,8274508,-1,0,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,8274507,-1,0,1,1,1,-1,-1,-1,-1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274506,-1,0,1,1,1,-1,-1,-1,-1,1,0,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,8274505,1,1,1,1,1,-1,0,1,1,1,0,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,8274504,-1,1,1,1,1,-1,0,1,1,1,0,-1,0,1
0,1,1,1,1,1,1,-1,1,1,-1,8274502,-1,0,1,1,1,-1,-1,-1,-1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274501,-1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274500,-1,0,1,1,1,-1,-1,-1,-1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274499,1,1,1,1,1,-1,1,1,0,1,-1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274498,1,1,1,1,1,-1,1,1,0,1,-1,1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,8274497,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274496,1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274495,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,8274493,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
-1,1,1,-1,1,-1,1,-1,1,1,-1,8274491,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
0,1,1,1,1,-1,0,-1,1,1,-1,8274487,-1,1,1,1,1,-1,-1,-1,-1,1,0,0,0,1
1,1,1,1,1,1,0,-1,1,1,-1,8274485,1,0,1,1,1,-1,-1,-1,-1,1,0,0,0,1
1,1,1,1,1,1,0,-1,1,1,-1,8274484,1,1,1,1,1,-1,-1,-1,-1,1,0,0,0,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274481,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274480,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274478,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274476,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274475,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274474,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274473,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274472,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274469,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274468,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274467,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274466,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274465,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274464,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274463,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274462,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274461,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274460,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274459,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274458,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274457,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274456,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274455,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,8274454,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
1,1,1,1,1,-1,0,-1,1,1,-1,8274453,1,0,1,1,1,-1,-1,-1,-1,1,0,0,0,1
-1,1,1,1,1,-1,-1,-1,-1,1,-1,8274451,1,1,1,1,1,-1,-1,1,1,1,0,-1,0,1
-1,1,1,1,1,-1,-1,-1,-1,1,-1,8274450,1,1,1,1,1,-1,-1,1,1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,8274449,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,8274448,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,8274447,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,8274446,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,8274444,1,1,1,1,1,-1,-1,1,1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,8274443,1,1,1,1,1,-1,-1,1,1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,8274442,1,1,1,1,1,-1,-1,1,1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,8274441,1,1,1,1,1,-1,-1,1,1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,8274440,1,1,1,1,1,-1,-1,1,1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,8274439,1,1,1,1,1,-1,-1,1,1,1,0,-1,0,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,8274438,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,1,-1,-1,-1,1,-1,8274432,1,1,1,1,1,-1,1,1,-1,1,0,-1,0,1
-1,1,1,1,-1,1,-1,-1,-1,1,-1,8274431,1,1,1,1,1,-1,1,1,-1,1,0,-1,0,1
-1,1,1,1,-1,1,-1,-1,-1,1,-1,8274430,1,1,1,1,1,-1,1,1,-1,1,0,-1,0,1
1,1,-1,1,1,1,-1,-1,1,1,-1,8274425,1,1,1,1,1,-1,1,1,-1,1,0,0,0,1
-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,8274422,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,8274421,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
-1,1,1,1,-1,1,-1,-1,-1,-1,-1,8274419,1,1,1,1,1,-1,-1,1,1,1,0,-1,0,1
-1,1,1,1,1,-1,0,-1,1,1,-1,8274408,-1,1,1,1,1,-1,-1,-1,-1,1,0,0,0,1
1,1,1,1,1,-1,0,-1,1,1,-1,8274407,1,1,1,1,1,-1,1,1,1,1,0,0,0,1
1,1,-1,1,1,1,0,-1,1,1,-1,8274406,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
-1,1,-1,1,1,1,0,-1,1,1,-1,8274405,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,8274404,1,1,1,1,1,-1,1,-1,1,1,0,0,0,1
-1,1,1,1,1,-1,1,-1,1,1,-1,8274340,1,1,1,1,1,-1,1,0,1,1,1,-1,1,1
-1,1,1,1,1,-1,1,-1,1,1,-1,8274339,-1,1,1,1,1,-1,1,0,1,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,8274338,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,8274337,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274335,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,8274334,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,8274333,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8274287,-1,1,1,1,1,-1,-1,1,0,1,-1,1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,8274283,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,8274275,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1
