PhishID,URL,HTML,JS,CSS,Images,Not Found,Forbidden,Favicon,ScreenShot,Status Code,Length of URL,Has IP address,Shortening Service,Having @ Symbol,Double Slash Redirecting,Prefix-Suffix,Has Sub-domain,Match Favicon,Standard Port,CTLD,HTTPS in Domain,Sub-Domain Levels,Embedded Domains,Number of Tokens,Sensitive Words,Domain Length,Has Tilde,Dots in URL,Hyphen in Domain Name,Port
8156512,https://onedrive.live.com/about/es-us-signin/,1,0,0,0,0,0,0,0,200,,,,,,,,,,,,,,,,,,,,
8156506,http://url.zp.edu.ua/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8156398,https://bitflyer.com/en-us/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8153634,https://phishtank.org/phish_detail.php?phish_id=8153631,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8152643,https://polo.feathr.co/v1/analytics/crumb?flvr=email_link_click&t_id=6356b996c1fccc23a0986068&crv_id=6463f2e263e449c697f8129f&p_id=63f8eb47f677980531c7036d&cpn_id=6351a37c0a37531d83bf8948&rdr=http://vse.cz.ozihhb.dezmembrari-prahova.ro?cG9sZWtAdnNlLmN6,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8149967,https://play.google.com/store/apps/details?id=com.credit.fectivocash.loan.cash.lending,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8149964,https://play.google.com/store/apps/details?id=in.crazycoin.play.release,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
8144387,https://www.esfera.com.vc/p/renner/e000100117,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8140977,https://www.bigcartel.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8140976,https://bigcartel.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8140430,https://www.templatern.com/gbr/a7f35688-9c00-4d5e-ba41-29f146377ab0/51439285-1e87-418a-9084-aa3552332d7d/c5c4ce31-be15-4819-9437-ff86bd7ee49e/login?id=SURZN1pvQW5hR3VTRWpjWjRpK1NIRWE1bldTcVd6d25pWWc0RjRac3FlVC9GU3c3ZDgzSzFWWWVqMXJxK0hPalFhVGluWTZseThWK0FROUl4THNKdkdMbGtGV280Y0x5WWZvcngyYTZQZjExRnNtY1FTbkN4dStNNEZVbEpZTVpRTUFwcERXcUJUYlhLRTNmRTRybXNXY25mN1B6R0ZqYmIwRk5TMlUxVURWTDFCNk01b04xYkRHVllmalB6NGhwZ3lDNmNKSXBZVlJpM2hlODdkSXZCSisyTU4yeGcyUWVYTFd2dVpzRXBaT1hjdXg4MnNTcDY5eXVQejNGbHkybFRNTFQvaUNnQWFGcXd6YjMwQXFuYkMrVC9RV2R0MG1jMWtFemZ5N2dwZXJlSGdlcWtpdkpCUCtKVzFYT3RNSkphMzlCOXFpR005L3ljVElrL0NDVnBIVUpkMVhqQUpKOG5JL2M4Q3FLVDV3QnZoaUVqM3JMYVJha1l2SDdWaVdUb2RpOTVXMVBpcjI1UFk0Q3M0azRnZz09,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
8140408,https://www.the-dressingroom.com/redirect.php?siteID=QFGLnEolOWg-n4Y11AMWfTwfliWDn0v4rw&url=https://emil2dminn.work.gd/login.php?email=user@domain.com,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
8139733,https://www.aidoge.com,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8138430,https://bequettehomes.com//wp-admin/css/bootstrap-min.js,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8137500,https://www.templatern.com/gbr/a7f35688-9c00-4d5e-ba41-29f146377ab0/51439285-1e87-418a-9084-aa3552332d7d/981553d6-4a85-46d0-95e3-9d2033f88f0b/login?id=b1VPVXl3WS8yb25zRFdaYzBTMFdUZU1WeEFQZ1dqdVJnckhPaWFoK01zTElDUDJIbXdSVzZ6Y1RBaXJKUXBhUWt0MnA2eGlQNlJVaFlsRUFRVUdSSlc1cE12ZXBoaFJ3MHkyUlhjNWdZL1B6RTVRTzVLVVdtTkVnNXVKNGsrNzZaeW5NNURXMUsybFVvV1R3NkNBaUt5ODhrZ2JXZFdaNEppOElMNjBQa3pmcU15U3B2S25VcFg2UnYxVVA2TU16OU52YkpwRnA3bHluMDkrcUo1aVBCOVJxbTJPSXczRXkvMEVQd3Nvc3JkTDhRUGNub0JCVmlUbGZsSHVtWE1sUEJtd0RFNTUzak4xam1HdC9qSUxTcWNaMng4K2hMVGUrSXp6NHY4N2RsUDhjcDNJQWl1ZXJZY2kxM2VIWDhuMzlkNTVyeUgrLzZKemY2Y3pjQlFIemtMbUx2Z0ZJRnRreTh4S1ROVG04SEZxTnZ2ZE9KVVBYK0xSVm1DSTdNait3SHkzY0E0VUpab3gyM1VTT0loMGFoZz09,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
8137143,https://www.sicoob.com.br/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8124571,https://btprivacy.my.onetrust.com/ui/#/portalAccess/f800585c-2b88-4b1a-b214-22aefe5c5bfa/923bcdbe-ecb1-4b4d-8d11-2438be4fe58f/en-us,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8124570,https://btprivacy.my.onetrust.com/privacyaccess/eyJhbGciOiJSUzUxMiJ9.L2Y4MDA1ODVjLTJiODgtNGIxYS1iMjE0LTIyYWVmZTVjNWJmYS9wb3J0YWxBY2Nlc3MvOTIzYmNkYmUtZWNiMS00YjRkLThkMTEtMjQzOGJlNGZlNThmL2VuLXVz.IGYwnpBcdEsRm5UxQCC7sc0Y4NW_O9yMz23afKbGZK0KILw6AbNnGRCovAxNbRM-NePf4NFLiiROwVslSZ7nnLtj7zE9W3mNixA5DmTMsukOzK4QT5P1ETpgtQsWLSyl78xqGcR_zrWr_z3et9EEkxA-Yl68mFNlycROf7XAsuZT8u4H-rTF0NZ1uOCTRLxszEl4XE_-Z4WfFhVlfycqE_snPv1PNiiYk7QLcZkFqJbu5PgxZodM4DyiYN-qeQaOLgTWIFb1vKZfEMS5Y0IB3xcQGFWWsen6csNVK_0gK_b7E6Lq5SKPz_bipPV20OhXBDd3IaZwV5t4EES-XY3Kr4JsegN6bgnXkxtpQ6JJLTA-Fkly8Zrqr6-IH83tRa8PmTv87lGzJMbHxHvNabrf_PO0XvuXQFqz4tPFgfIpafgj0TYgUO7IjBQZpxJfxa-IM3546l2IjZGxZbfyrXzxX6vJF4u3gJcBNmhZC7ajG89bC4g6NHAkU4FsG6WJuj6xf233FkaSAWtUL1SH0IA-UwaiWm_h4Vj3bqrnoVFR2R839TYj9iGugiahQ-GMjCPlFRT9JBmo-2b795H_KNdJQnrEf2TNsMgGOoegdrdlZ_JPT8lWVjLRG2gGgtpJx4ClE-9pKlWFiBPJm6DuiOGUqzeXe6qnwP0dNs_urH7sJ_M,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8116251,https://www.education.gouv.fr/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8113376,https://www.google.com.lb/search?q=csmoney,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8109550,https://makerdao.com/,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8109377,https://talosintelligence.com/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8108221,https://bmp.dbs.moneyp.com.br/login,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8104218,https://www.hsbc.com.mx/digital/banca-por-internet/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8103016,https://www2.etc-meisai.jp/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8102985,https://www.nzta.govt.nz/roads-and-rail/toll-roads/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8101761,https://www.google.com/search?q=klantenservice,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8099745,https://www.google.ca/search?q=space+id,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8099197,https://login-online.mkb.hu/authenticate,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8098907,https://secure.ficohsa.com/?version=11.0.0,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8096513,https://packetstormsecurity.com/files/171563/APPLE-SA-2023-03-27-9.txt?utm_source=dlvr.it&utm_medium=twitter,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8096005,https://sellercentral.amazon.com.mx:443/ap/signin?openid.return_to=https%3A%2F%2Fsellercentral.amazon.com.mx%2Ffba%2Ffc-appointment%2Fmanage-appointment%2Fref%3Dag_fbamap_cont_xx&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=sc_mx_amazon_v2&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&mons_redirect=sign_in&ssoResponse=eyJ6aXAiOiJERUYiLCJlbmMiOiJBMjU2R0NNIiwiYWxnIjoiQTI1NktXIn0.6dC3RFrgZ2eRkjZtkvjyyOaiOWIIM_dpOGFkua4BsUu0FM6FCa-8BA.VQLbbbH8-caRgQUD.uY_h64r1oZqlJ2v8aSeXNC3YssopsbYU-L3mMWe0jitftomvzxa6LoUwswjemF3d5S0seX5OEQtlk_ohQe2C_e7mrOYaeaqyo5o_fZAfTqmrQ73itiSIDJyzvPJnp4FiL6-jp2exbFnuQ0Mmhwv7PHbMLHgS_zBFvX0kOTUv0RxHHrZoKinkJchndHDgPfqauVPrPVkMoQ.MrKfJA__aLBwl4O3tSIzyg,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8096004,http://go.amazonsellerservices.com/e/229492/ointment-ref-ag-fbamap-cont-xx/7xmr28c/3941774887?h=RfRT3V2kio3dB5Fo5zxS_nBHSBCoJ6fUNVgHW7zeeT8,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8095089,https://get.massive.app/01GWHSK05776404NQ2RE4AS8FS?secret=PQQAzDTktyIWFtVg,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8094893,https://www.telekom.de/hilfe/technical-error?samChecked=true,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8094224,https://sparkassenstiftung-southernafrica.org/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8094223,http://sparkassenstiftung-southernafrica.org/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8094222,https://sparkassenstiftung-moldova.org/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8094221,http://sparkassenstiftung-moldova.org/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8094220,https://sparkassenstiftung-asia.org/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8094219,http://sparkassenstiftung-asia.org/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8094103,https://www.wishyoudead.com/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8094055,http://sp.hsbc.com.my/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8093849,http://starbucks.co.kr/,1,1,0,0,0,0,0,0,200,,,,,,,,,,,,,,,,,,,,
8093172,https://airtm.me/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8093171,http://airtm.me,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8091423,https://www.sbi.mx/page/41/786/,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8089920,https://accounts.binance.com/ru/register?ref=174611886,1,1,0,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8088436,https://www.newvega.com/wp-admin/includes/content/content.php,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
8088092,https://urlscan.io/result/1db17b92-be69-4dc3-83e9-63e08c0beb58/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8088008,https://www.google.com.py/search?q=csgoskins,1,1,1,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8087352,https://moneromixer.net/,1,0,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8082169,https://bvnegocios.banrural.com.gt/corp/pages/jsp-ns/login-corp.jsp,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
8081719,https://accounts.binance.me/en/register-person?ref=P4Provider,1,1,0,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8079397,https://login.microsoftonline.com.office.prod.abbvie.myshn.net:443/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8079396,http://login.microsoftonline.com.office.prod.abbvie.myshn.net/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8079395,https://login.microsoftonline.com.office.o365prod.rimac.myshn.net:443/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8079394,http://login.microsoftonline.com.office.o365prod.rimac.myshn.net/,1,1,0,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8079390,https://login.microsoftonline.com.office.o365prod.rimac.myshn.net/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8079389,https://login.microsoftonline.com.network.global.office-365---rp.network.global.myshn.net/,1,1,1,0,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8076773,https://login.live-int.com/login.srf?wa=wsignin1.0&rpsnv=53&ct=1676200008&rver=7.1.6819.0&wp=MBI_SSL&wreply=https,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8076434,https://phishtank.org/login_required.php,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8076433,https://phishtank.org/add_web_phish.php,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8076156,https://blog.dynamoo.com/2015/11/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8076155,http://blog.dynamoo.com/2015/11/,1,1,1,1,0,0,1,1,200,,,,,,,,,,,,,,,,,,,,
8073117,https://www.imdb.com/,1,0,0,0,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8071564,http://dnr.duke4.net/,1,0,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8070196,https://www.sydneyartsguide.com.au/wp-content/jan/index.php,1,1,1,1,0,0,0,1,200,,,,,,,,,,,,,,,,,,,,
8069949,http://amazonprimenow.delivery/,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
8068840,https://www.attemplate.com/nam/bbd163df-f5b3-42f0-9ef3-105dccf2b7a6/06c5fc10-7333-4877-9178-4bdcb80e7a00/01e48934-ca87-45d3-be5a-3063cb39a0da/oauth?id=MzdvOG5OSnE5RG94alhiWlNwMTArUlhZOXBtcTFOZUltOGF0TG50a3lLZnIxQnZLcFM4ZFB0WE1IZEVzMDJFYlByUlV2SDdIVlFNMHVyMVNiRFBvL05wZHhVak95MHFVZmxueHo1MnFzZW53emw0a1NNeDNOemdZWTRPMkJVSGphalN3dG8zZVBXazhMbjloR2dncnBQRWxDOHhqN1k3dzJBenlLWVA4RVAyQ2w2MHgrK09oOUtFbjMvUDJBdjg3c01Eb3V4Qll0UTlqY09YNEllMk9maUs1OENOMmVKN3JtTEp0NUZ4TlVpZmwxcytwYURjN3VLWlYraXFZT0YwY3hiem0xY1MreS9xa0prN09zdlVudVpFclUvc1JZVk5QeG9mVmhxSkxLaXV4YVp1ZlRVTkNLbTZaVlQwUUpMK3pEZ1VIdGZNeEw1YXdNYkpEMUJjdmN5UGpSaVM2Z3BIV1BZTmtaM3lXS21wNUhUSjFiTXZuSDVrWjdOaGp6ejlV,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
8068839,https://www.attemplate.com/eur/7c8f5585-1011-4ff6-ab82-b8795c4f103f/c27b6aab-06cb-42b9-8404-b9041748ed4d/54e8e6f3-1e39-4f69-a114-c13ffa66edf2/oauth?id=MjFBdnY1OGk5VmUxUS9pYkpKNFp2dGZSUlN0bFpXdGRrZ3Exd3FoN3BIcFRaUDQyckEyYkJxUUt3RjV4K3UrUURSVkZyWkRvZ3VmTDVqVWErQWVtcTM1a3RraU5jcDdCUlk2UHBRYmRVYlZVVWlhejRnYnNLTTdyNWg0RTlmY1NDTkY1dHlTTmlXdkNtTGRXL012Ly93cXBQam51VGZEcFpCWWRGVEVtdjV3M05MQmFyaEZ2dXVXMmJBWDc3ZG5VdVBSM01teGNPRHpjRk5zQk1WV1o5dGdieDB1QlpBS2RPa2N4MjBzVjNYU0dTcm1tRWRqNEFocEcvcnZIRHhDRWpQb3d6cytONjNOR3VPTjZhVVZWWnBxZ1JuMzZzc0ZFV05XTURPMUdUdXpSQlNldzNOZDlpQ0VjdnhackhyZmpFRGdLeFlZeEp5T1V5ZEdzNWh1SjRaYVBRa2l3Qm1QdmNvY09iZ2dZRE5NQ1Z6b09FOHZCbnVMV0FWcWxyM0Z4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
8068837,https://www.attemplate.com/eur/1f23d6d3-b158-4e45-b7e1-7631cf28c804/bcfe1daa-9d8e-46d2-b05c-ef9e7d2bb6f2/f1fb0a84-8f3d-4ed6-8276-afb460060999/login?id=eVp5OHE0UUUrVDdZTlZtNUtjYjFCWXR3azFCZUlhRGtrbXRSYlArclNwMVhTY3FZYlVGWGJidUp3L2tlZkcxb3k1MkF0Vi9mUHBnSm1qdDJVU09YYWRrZ1hWNVgyMXhnMHhVaWE1V2d1bGpnTUtma1BmNk51K0wwa09Nb2d6WU51TGFzb1pQTXEvTXJMYlB0dWQzV3BWbzZqUXZ3Ty9VRWIzQWhqQWpWZ1BsT1QzOGxwZlo0eHZlWTBNbWVpc29FWDdsOW9HOWdvTU9LOWYxdUVoTzhLZmtTVjF2WGJBSm9MREFaempkUE9yaTRqSFhVaU5oaFNyUzU5Q3RKWFB5MFRwc29TTEFINzNUUG1nZTAvV2Z1cndxNXMwRVJhREhMRWtvdm9QKzNXeHNDb0JTaitwY2hhQnNXdC9Ua0lLNHFsY3dPQUttcU5Ua0ZMcVN0Sk9JclJiNkFQQngxamtoYWh1T0oyWWE5ck8yeXI4MTN3YXBYbFNFUHJCTmY4TzdzUXdmaGpWbGx1R1JMZzFiZmhuYkZDQT09,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
8068834,https://www.attemplate.com/eur/1f23d6d3-b158-4e45-b7e1-7631cf28c804/bcfe1daa-9d8e-46d2-b05c-ef9e7d2bb6f2/e511075d-c3e6-469a-9af1-c67e90de8993/login?id=bC9rTThUejRLTGJXL1g5MHcyVVc5OXVqYUxsT2ZrWWdpMElUWTZuRm9oV1A0WmxPeXhWVFIwTmtpWE9HYUxKM09rRVR1VlJraENnVTg4SXh6alBKQTVBUWQ1NlJQTGdnVG9naDVFenRldzFCUjh6a3BIdFFhRFJNYVFMQjdCUmxzeUdFRG9rS1lLYTZWK2FuSG15VDkvd2Z1eFlCT0J2Z2wvU2J3NmxRaGdxK1hFV2Z5TkpQWVNIUmEwa2ZZNmZmTHhuUks5VXhaTzF2NFphYmRxYk9sMExCWWFRd3hiOVl4Z2xacmkxcTZMV3hBVGlVL01iTHVOUzFxTXpHTGxRY0hWU01LNHVZdjBJVnRncEFsM1NJVVVLOXFPK2VZbnlwa3QxNzhzQjBBcCtXU0hZdlNTOWMwN1dZMTR5U1NLbVUxYlMveEE4UkZ4aUlwOEl6Y0dkd0VjRkZ3djdwMlNPRWxMcVFFemFWVzJ3SlExRC9XcWJVOCt5NmdHQUNBcncrWVVmblVoY2VsZy9BdnpmNGI0eDU4Zz09,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
