Length of URL,Has IP address,Shortening Service,Having @ Symbol,Double Slash Redirecting,Prefix-Suffix,CTLD,HTTPS in Domain,Sensitive Words,Has Tilde,Has Port,PhishID,frequency_of_a_tags,frequency_of_alltags,presence_of_iframes,presence_of_popups,right_click_disabling,checking_sfh,request_url,url-of-anchor,links_in_meta_img,check_hidden_content,Current Domain Age,Matching Domain Name,Length of Domain,Google page index
1,1,1,1,1,-1,1,-1,1,1,-1,8094224,1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,8094223,1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,8094222,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,8094221,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,8094220,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,8094219,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8094103,-1,0,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,8094055,-1,0,1,1,1,-1,0,-1,1,1,0,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,8093849,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8093172,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8093171,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8091423,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,1,1
0,1,1,1,1,1,0,-1,-1,1,-1,8089920,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,8088092,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,8088008,-1,1,1,1,1,-1,-1,-1,1,-1,0,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,8087352,1,0,1,1,1,-1,-1,-1,0,-1,-1,-1,-1,1
0,1,1,1,1,1,0,-1,-1,1,-1,8081719,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1
0,1,1,1,1,1,-1,-1,-1,1,1,8079397,1,1,1,1,1,-1,1,1,0,1,0,0,0,1
0,1,1,1,1,1,-1,-1,-1,1,-1,8079396,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1
0,1,1,1,1,1,-1,-1,-1,1,1,8079395,1,1,1,1,1,-1,1,1,0,1,0,0,0,1
0,1,1,1,1,1,-1,-1,-1,1,-1,8079394,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1
0,1,1,1,1,1,-1,-1,-1,1,-1,8079390,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1
-1,1,1,1,1,-1,-1,-1,-1,1,-1,8079389,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1
-1,1,-1,1,1,-1,0,-1,-1,1,-1,8076773,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,-1,1,-1,8076434,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8076433,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,8076156,1,0,1,1,1,-1,-1,0,0,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,8076155,1,0,1,1,1,-1,-1,0,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8073117,-1,0,1,1,1,-1,-1,-1,-1,-1,1,1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,8071564,-1,0,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,8070196,-1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1
-1,1,1,1,1,1,1,-1,1,1,-1,8055396,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8044568,-1,0,1,1,1,-1,0,-1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8039491,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
0,1,1,1,1,1,0,-1,-1,1,-1,8038859,1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,1
1,1,-1,1,1,1,-1,-1,1,1,-1,8038770,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,8037646,-1,1,1,1,1,-1,-1,-1,1,-1,0,0,0,1
0,1,1,1,1,1,0,-1,1,1,-1,8033643,-1,1,1,1,1,-1,-1,-1,1,-1,0,0,0,1
1,1,1,1,1,1,0,-1,1,1,-1,8032636,-1,1,1,1,1,-1,-1,-1,1,-1,0,0,0,1
0,1,1,1,-1,1,1,-1,1,1,-1,8031690,-1,1,1,1,1,-1,1,-1,-1,1,0,0,0,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,8031413,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8031350,-1,0,1,1,1,-1,1,0,1,1,1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,8031349,-1,0,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,8019435,1,0,1,1,1,-1,0,1,0,-1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,8019434,-1,0,1,1,1,-1,0,1,0,-1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,8019344,1,0,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,8019162,-1,1,1,1,1,-1,-1,-1,1,-1,0,0,0,1
1,1,1,1,1,1,0,-1,1,1,-1,8005354,1,1,1,1,1,-1,-1,-1,1,-1,0,0,0,1
1,1,1,1,1,1,-1,-1,1,1,-1,8004894,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,-1,-1,1,-1,1,1,-1,8004836,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,8002918,1,1,1,1,1,-1,1,1,-1,1,0,0,0,1
-1,1,1,1,1,1,0,-1,1,1,-1,7998721,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7995738,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7988689,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7984826,1,1,1,1,1,1,1,1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7984404,1,1,1,1,1,1,1,1,0,1,0,0,0,1
0,1,1,1,1,1,1,-1,1,1,-1,7984057,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
0,1,1,1,1,-1,0,-1,-1,1,-1,7983883,1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,-1,1,-1,7983865,1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7982462,1,1,1,1,1,-1,-1,0,0,1,1,-1,1,1
0,1,1,1,1,1,0,-1,1,1,-1,7979693,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,0,-1,-1,1,-1,7977465,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7977299,1,0,1,1,1,-1,-1,1,0,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7977225,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7976534,-1,1,1,1,1,-1,1,-1,0,-1,1,-1,1,1
-1,1,-1,1,1,1,1,-1,1,1,-1,7976292,1,0,1,1,1,-1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7975498,-1,1,1,1,1,-1,-1,1,0,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7974196,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7973169,-1,0,1,1,1,-1,-1,0,0,1,1,1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7972738,1,0,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7970482,-1,0,1,1,1,-1,-1,-1,1,-1,0,0,0,1
1,1,1,1,1,-1,1,-1,1,1,-1,7968112,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
1,1,1,1,1,-1,1,-1,1,1,-1,7968016,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
1,1,1,1,1,-1,1,-1,1,1,-1,7966887,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
1,1,1,1,1,-1,1,-1,1,1,-1,7966865,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7965922,1,1,1,1,1,-1,1,0,1,-1,1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,7964602,1,0,1,1,1,-1,-1,-1,1,-1,-1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7963910,1,0,1,1,1,-1,1,-1,0,-1,1,1,1,1
1,1,1,1,1,-1,1,-1,-1,1,-1,7962564,-1,0,1,1,1,-1,-1,-1,1,1,0,0,0,1
1,1,1,1,1,1,0,-1,1,1,-1,7962285,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7960339,1,1,1,1,1,-1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,-1,-1,1,-1,7960204,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7955746,1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7955473,1,1,1,1,1,-1,1,1,1,1,0,0,0,1
0,1,1,1,1,1,1,-1,1,1,-1,7950645,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7950639,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7950458,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7949847,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7949454,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7949139,-1,0,1,1,1,-1,-1,-1,0,-1,0,0,0,1
-1,1,1,1,1,1,1,-1,1,1,-1,7945357,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7943820,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7938952,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7937481,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7925643,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7923490,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7922812,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7919144,1,0,1,1,1,-1,-1,0,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7913127,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7913123,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7907249,1,0,1,1,1,-1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7906786,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
0,1,1,1,1,1,1,-1,-1,1,-1,7906771,-1,0,1,1,1,-1,-1,-1,1,-1,0,0,0,1
1,1,1,1,1,1,-1,-1,1,1,-1,7906199,-1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7904901,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7904871,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7891660,1,1,1,1,1,-1,-1,-1,1,-1,0,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7888387,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7888217,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,-1,1,-1,7866688,-1,0,1,1,1,-1,-1,-1,-1,1,0,0,0,1
0,1,1,1,1,1,1,-1,1,1,-1,7866450,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7863950,1,0,1,1,1,-1,-1,-1,1,-1,0,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7861493,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7850542,1,0,1,1,1,-1,-1,-1,0,-1,1,1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7844584,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7836985,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7836979,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7831682,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7829390,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7829055,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7822061,-1,0,1,1,1,-1,1,-1,0,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7820779,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7820758,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7820756,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7820208,-1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7820207,-1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7819917,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7816221,-1,0,1,1,1,-1,-1,-1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7815439,1,0,1,1,1,-1,-1,-1,1,1,0,0,0,1
-1,1,-1,1,1,-1,0,-1,1,1,-1,7813517,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
0,1,1,1,1,1,0,-1,-1,1,-1,7812726,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
0,1,1,1,-1,1,1,-1,1,1,-1,7812690,-1,1,1,1,1,-1,1,-1,-1,1,0,0,0,1
1,1,1,1,1,1,-1,-1,1,1,-1,7812413,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7812377,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,1,-1,0,-1,-1,1,-1,7812278,-1,0,1,1,1,-1,-1,-1,1,-1,0,0,0,1
-1,1,1,1,1,1,0,-1,1,1,-1,7812251,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7812129,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7811080,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7809557,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
-1,1,1,1,1,-1,0,-1,1,1,-1,7808892,-1,1,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7808870,1,0,1,1,1,-1,-1,-1,0,1,0,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7808643,-1,1,1,1,1,-1,1,0,-1,-1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7805473,1,0,1,1,1,-1,0,1,0,1,1,1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7801815,1,0,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7800211,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,-1,1,1,-1,1,1,-1,7799797,1,1,1,1,1,-1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7794743,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7793112,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,0,-1,-1,1,-1,7790451,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
0,1,1,1,1,1,0,-1,1,1,-1,7789703,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7789269,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7787311,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7787306,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7776682,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7776671,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7776669,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,-1,1,1,1,1,-1,-1,1,-1,7766326,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7762564,1,0,1,1,1,-1,1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7762563,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7759258,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,-1,1,1,1,-1,-1,-1,1,-1,7756709,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,7750501,1,1,1,1,1,-1,-1,1,0,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7750419,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7750270,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7746712,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7746709,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1
