Length of URL,Has IP address,Shortening Service,Having @ Symbol,Double Slash Redirecting,Prefix-Suffix,CTLD,HTTPS in Domain,Sensitive Words,Has Tilde,Has Port,PhishID,frequency_of_a_tags,frequency_of_alltags,presence_of_iframes,presence_of_popups,right_click_disabling,checking_sfh,request_url,url-of-anchor,links_in_meta_img,Result
1,1,1,1,1,1,1,-1,1,1,-1,8073117,-1,0,1,1,1,-1,-1,-1,-1,1
1,1,1,1,1,1,0,-1,1,1,-1,8071564,-1,0,1,0,1,-1,-1,-1,-1,1
0,1,1,1,1,1,1,-1,1,1,-1,8070196,0,0,1,1,1,-1,-1,-1,-1,1
-1,1,1,1,1,1,1,-1,1,1,-1,8055396,1,0,1,1,1,-1,-1,1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,8044568,-1,0,1,1,1,-1,0,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,8039491,0,0,1,1,1,-1,-1,-1,1,1
0,1,1,1,1,1,0,-1,-1,1,-1,8038859,1,0,1,1,1,-1,1,-1,1,1
1,1,-1,1,1,1,-1,-1,1,1,-1,8038770,0,0,1,1,1,-1,1,1,-1,1
1,1,1,1,1,1,0,-1,1,1,-1,8037646,0,0,1,1,1,-1,-1,-1,1,1
0,1,1,1,1,1,0,-1,1,1,-1,8033643,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,8032636,0,0,1,1,1,-1,-1,-1,1,1
0,1,1,1,-1,1,1,-1,1,1,-1,8031690,-1,0,1,1,1,-1,1,-1,-1,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,8031413,-1,0,1,1,1,-1,-1,-1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,8031350,-1,0,1,1,1,-1,1,0,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,8031349,-1,0,1,1,1,-1,-1,-1,-1,1
1,1,1,1,1,1,-1,-1,1,1,-1,8019435,1,0,1,1,1,-1,0,1,0,1
1,1,1,1,1,1,-1,-1,1,1,-1,8019434,-1,0,1,1,1,-1,0,1,0,1
1,1,1,1,1,1,-1,-1,1,1,-1,8019344,1,0,1,1,1,-1,-1,-1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,8019162,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,8005354,1,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,8004894,0,0,1,0,1,-1,1,1,1,1
1,1,1,1,-1,-1,1,-1,1,1,-1,8004836,-1,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,8002918,0,0,1,1,1,-1,1,1,-1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7998721,0,0,1,1,1,-1,1,1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7995738,0,0,1,1,1,1,1,1,-1,1
1,1,1,1,1,1,0,-1,1,1,-1,7988689,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7984826,0,0,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7984404,0,0,1,1,1,1,1,1,0,1
0,1,1,1,1,1,1,-1,1,1,-1,7984057,0,0,1,1,1,1,1,1,1,1
0,1,1,1,1,-1,0,-1,-1,1,-1,7983883,0,0,1,1,1,-1,-1,-1,0,1
-1,1,1,1,-1,1,0,-1,-1,1,-1,7983865,0,0,1,1,1,-1,-1,-1,0,1
1,1,1,1,1,1,-1,-1,1,1,-1,7982462,0,0,1,1,1,-1,-1,0,0,1
0,1,1,1,1,1,0,-1,1,1,-1,7979693,-1,0,1,1,1,-1,-1,-1,0,1
1,1,1,1,1,1,0,-1,-1,1,-1,7977465,0,0,1,1,1,-1,1,1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7977299,0,0,1,1,1,-1,-1,1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7977225,-1,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7976534,-1,0,1,1,1,-1,1,-1,0,1
-1,1,-1,1,1,1,1,-1,1,1,-1,7976292,0,0,1,1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7975498,-1,0,1,1,1,-1,-1,1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7974196,0,0,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7973169,-1,0,1,1,1,-1,-1,0,0,1
1,1,1,1,1,1,0,-1,1,1,-1,7972738,0,0,1,1,1,-1,-1,-1,-1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7970482,-1,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,7968112,-1,0,1,0,1,-1,-1,-1,-1,1
1,1,1,1,1,-1,1,-1,1,1,-1,7968016,-1,0,1,0,1,-1,-1,-1,-1,1
1,1,1,1,1,-1,1,-1,1,1,-1,7966887,-1,0,1,0,1,-1,-1,-1,-1,1
1,1,1,1,1,-1,1,-1,1,1,-1,7966865,-1,0,1,0,1,-1,-1,-1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,7965922,1,0,1,1,1,-1,1,0,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,7964602,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7963910,0,0,1,1,1,-1,1,-1,0,1
1,1,1,1,1,-1,1,-1,-1,1,-1,7962564,-1,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7962285,0,0,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7960339,0,0,1,1,1,-1,1,1,0,1
1,1,1,1,1,1,1,-1,-1,1,-1,7960204,-1,0,1,1,1,-1,-1,-1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,7955746,1,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7955473,0,0,1,1,1,-1,1,1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7950645,0,0,1,1,1,-1,-1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7950639,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7950458,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7949847,0,0,1,1,1,-1,1,1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7949454,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7949139,0,0,1,1,1,-1,-1,-1,0,1
-1,1,1,1,1,1,1,-1,1,1,-1,7945357,0,0,1,1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7943820,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7938952,1,0,1,1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7937481,0,0,1,1,1,-1,-1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7925643,-1,0,1,1,1,-1,-1,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7923490,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7922812,0,0,1,1,1,-1,-1,-1,-1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7919144,0,0,1,1,1,-1,-1,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7913127,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7913123,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7907249,1,0,1,1,1,-1,1,1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7906786,0,0,1,1,1,-1,-1,-1,1,1
0,1,1,1,1,1,1,-1,-1,1,-1,7906771,-1,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7906199,0,0,1,1,1,-1,1,-1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,7904901,-1,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7904871,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7891660,1,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7888387,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7888217,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,-1,1,-1,7866688,-1,0,1,1,1,-1,-1,-1,-1,1
0,1,1,1,1,1,1,-1,1,1,-1,7866450,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7863950,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7861493,1,0,1,0,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7850542,0,0,1,1,1,-1,-1,-1,0,1
1,1,1,1,1,1,0,-1,1,1,-1,7844584,0,0,1,1,1,-1,1,1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,7836985,0,0,1,1,1,-1,-1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7836979,0,0,1,1,1,-1,-1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7831682,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7829390,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7829055,0,0,1,1,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7822061,-1,0,1,1,1,-1,1,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7820779,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7820758,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7820756,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7820208,0,0,1,1,1,-1,1,1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,7820207,0,0,1,1,1,-1,1,1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,7819917,-1,0,1,1,1,-1,-1,-1,0,1
-1,1,1,1,1,1,1,-1,1,1,-1,7816221,0,0,1,1,1,-1,-1,-1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,7815439,0,0,1,1,1,-1,-1,-1,1,1
-1,1,-1,1,1,-1,0,-1,1,1,-1,7813517,0,0,1,1,1,-1,1,1,1,1
0,1,1,1,1,1,0,-1,-1,1,-1,7812726,0,0,1,1,1,-1,1,1,1,1
0,1,1,1,-1,1,1,-1,1,1,-1,7812690,-1,0,1,1,1,-1,1,-1,-1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7812413,0,0,1,1,1,-1,1,1,-1,1
1,1,1,1,1,1,0,-1,1,1,-1,7812377,0,0,1,0,1,-1,1,1,1,1
1,1,1,1,1,-1,0,-1,-1,1,-1,7812278,0,0,1,1,1,-1,-1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7812251,1,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7812129,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7811080,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7809557,-1,0,1,1,1,-1,-1,-1,-1,1
-1,1,1,1,1,-1,0,-1,1,1,-1,7808892,-1,0,1,1,1,-1,-1,-1,0,1
-1,1,1,1,1,1,0,-1,1,1,-1,7808870,0,0,1,1,1,-1,-1,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7808643,-1,0,1,1,1,-1,1,0,-1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7805473,0,0,1,1,1,-1,0,1,0,1
-1,1,1,1,1,1,1,-1,1,1,-1,7801815,0,0,1,1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7800211,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,-1,1,1,-1,1,1,-1,7799797,0,0,1,1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7794743,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7793112,-1,0,1,1,1,-1,-1,-1,0,1
1,1,1,1,1,1,0,-1,-1,1,-1,7790451,-1,0,1,1,1,-1,-1,-1,-1,1
0,1,1,1,1,1,0,-1,1,1,-1,7789703,0,0,1,0,1,-1,-1,-1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,7789269,0,0,1,1,1,-1,1,1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7787311,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7787306,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7776682,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7776671,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7776669,0,0,1,1,1,-1,-1,-1,1,1
1,1,-1,1,1,1,1,-1,-1,1,-1,7766326,1,0,1,1,1,-1,1,1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7762564,1,0,1,1,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7762563,-1,0,1,1,1,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7759258,-1,0,1,1,1,-1,-1,-1,-1,1
1,1,-1,1,1,1,-1,-1,-1,1,-1,7756709,0,0,1,1,1,-1,1,1,0,1
1,1,1,1,1,-1,1,-1,1,1,-1,7750501,1,0,1,1,1,-1,-1,1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7750419,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7750270,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7746712,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7746709,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7745350,0,0,1,1,1,-1,-1,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7739042,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7738436,0,0,1,1,1,-1,-1,-1,1,1
0,1,-1,1,1,1,-1,-1,1,1,-1,7735378,0,0,1,1,1,-1,1,1,0,1
0,1,1,1,1,1,0,-1,1,1,-1,7735377,-1,0,1,1,1,-1,-1,-1,-1,1
1,1,1,1,1,1,-1,-1,1,1,-1,7733541,1,0,1,1,1,-1,1,1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7733514,-1,0,1,1,1,-1,1,0,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7733304,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7726431,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7726413,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7726283,0,0,1,1,1,-1,-1,-1,0,1
-1,1,1,1,1,1,1,-1,1,1,-1,7725778,-1,0,1,1,1,-1,1,-1,-1,1
-1,1,1,1,1,1,1,-1,1,1,-1,7725777,0,0,1,1,1,-1,1,1,0,1
0,1,1,1,-1,1,1,-1,1,1,-1,7725399,-1,0,1,1,1,-1,1,-1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,7724730,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7724723,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7724271,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7724268,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,7719979,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,-1,-1,-1,1,1,-1,7719536,1,0,1,1,1,-1,1,0,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7718851,-1,0,1,0,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7718216,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7718033,0,0,1,1,1,-1,1,-1,1,1
0,1,1,1,1,1,0,-1,1,1,-1,7717324,-1,0,1,1,1,-1,-1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7717280,0,0,1,1,1,-1,-1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7708586,-1,0,1,1,1,-1,-1,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,7702395,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7701854,0,0,1,1,1,-1,1,1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7696400,0,0,1,1,1,-1,-1,-1,1,1
-1,1,-1,1,1,1,1,-1,1,1,-1,7693939,0,0,1,1,1,-1,1,0,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7693804,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7693802,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7693798,0,0,1,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,7693766,0,0,1,0,1,-1,1,1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,7692759,0,0,1,1,1,-1,-1,-1,1,1
1,1,-1,1,1,1,0,-1,1,1,-1,7687567,-1,0,1,1,1,-1,-1,-1,0,1
1,1,1,1,1,-1,-1,-1,-1,1,-1,7687504,-1,0,1,1,1,-1,1,-1,1,1
0,1,1,1,1,-1,-1,-1,-1,1,-1,7687450,-1,0,1,1,1,-1,-1,-1,0,1
0,1,1,1,1,1,1,-1,1,1,-1,7684362,0,0,1,1,1,-1,-1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7683379,-1,0,1,1,1,-1,-1,-1,-1,1
-1,1,1,1,1,1,0,-1,1,1,-1,7683378,-1,0,1,1,1,-1,-1,-1,-1,1
