Length of URL,Has IP address,Shortening Service,Having @ Symbol,Double Slash Redirecting,Prefix-Suffix,CTLD,HTTPS in Domain,Sensitive Words,Has Tilde,Has Port,PhishID,frequency_of_a_tags,frequency_of_alltags,presence_of_iframes,presence_of_popups,right_click_disabling,checking_sfh,request_url,url-of-anchor,links_in_meta_img,check_hidden_content,Current Domain Age,Matching Domain Name,Length of Domain,Google page index,Result
-1,1,1,1,1,1,-1,-1,1,1,-1,8246480,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246479,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246477,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246476,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8246475,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246474,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8246473,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246472,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,8246471,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246470,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,-1,1,-1,1,1,-1,8246469,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246468,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8246467,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,1,-1,1,1,-1,8246465,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246464,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246458,1,1,1,1,1,1,1,1,-1,1,0,0,0,1,1
0,1,1,1,1,1,1,-1,1,1,-1,8246457,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246455,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246454,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246453,-1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246450,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246449,-1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,1,1
0,1,1,1,1,-1,1,-1,1,1,-1,8246448,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,8246447,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,1,-1,1,1,-1,8246446,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
0,1,1,1,1,1,1,-1,1,1,-1,8246445,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246444,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246443,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246442,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8246441,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,8246440,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246438,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246437,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8246436,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8246435,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246434,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,8246433,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8246432,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
0,1,1,1,1,-1,1,-1,1,1,-1,8246431,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1
0,1,1,1,1,1,1,-1,1,1,-1,8246430,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,8246429,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246428,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246427,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246426,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,-1,1,-1,1,1,-1,8246425,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246424,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246423,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,8246422,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,8246421,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246420,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246419,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,8246418,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8246417,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246416,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,8246415,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,8246414,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246413,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246411,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246410,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246409,1,1,1,1,1,1,1,1,-1,1,0,0,0,1,1
-1,1,1,1,1,-1,1,-1,1,1,-1,8246408,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8246407,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246406,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246405,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8246404,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246403,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,8246402,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8246401,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246400,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8246399,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8246398,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
-1,1,1,1,1,1,1,-1,1,1,-1,8246397,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8246395,1,1,1,1,1,-1,-1,1,0,-1,1,-1,1,1,-1
1,1,1,1,1,1,0,-1,-1,1,-1,8246394,1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,8246393,-1,0,1,1,1,-1,-1,-1,0,1,-1,-1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8246392,-1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246391,1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8246390,1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8246389,1,0,1,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8246387,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8246386,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1
